district,block,village_name,village_code
Baragarh,Bhatali,ସମର ଦରହା,1507012
Baragarh,Bhatali,ସୁକୁଡ଼ା,1507018
Baragarh,Bhatali,ସୁକୁଡ଼ା ଦାନବିର୍ତ୍ତୀ,1507016
Baragarh,Bhatali,ସୁଲସୁଲିଆ,1507065
Baragarh,Bhatali,ହଲଦୀ ପାଲି,1507140
Baragarh,Bhatali,ହଲନ୍ଦା,1507035
Baragarh,Bhatali,ହାତୀସର,1507034
Baragarh,Bhatali,ହାଲୁ ପାଲି,1507024
Baragarh,Bhatali,ହଡ଼ାସଂକ୍ରୀ,1507022
Baragarh,Bhatali,ଡ଼ବଲଙ୍ଗ,1507134
Baragarh,Bhatali,ଡ଼ୁମାଳ ପାଲି,1507010
Nayagarh,Bhapur,ଅରଖପଲି,2205040
Nayagarh,Bhapur,ଆଇଁସିଆଖୋଲ,2205099
Nayagarh,Bhapur,ଆନନ୍ଦପୁର,2205029
Nayagarh,Bhapur,ଏଲପଡା,2205063
Nayagarh,Bhapur,ଓଳାସ,2205100
Nayagarh,Bhapur,କଇଁଥ ପୋଖରୀ,2205010
Nayagarh,Bhapur,କଇଁଫୁଲିଆ,2205011
Nayagarh,Bhapur,କରଡାପଲି,2205030
Nayagarh,Bhapur,କରବର,2205064
Nayagarh,Bhapur,କଳଟାଙ୍ଗି,2205008
Nayagarh,Bhapur,କାନକୁଟୁଳି ଖେସରା,2205101
Nayagarh,Bhapur,କାଳିଆପଲି,2205009
Nayagarh,Bhapur,କାଳିକାପ୍ରସାଦ,2205041
Nayagarh,Bhapur,କାଶିଆ,2205089
Nayagarh,Bhapur,କିସ୍ମତକେନ୍ଦୁପଲ୍ଲି,2205042
Nayagarh,Bhapur,କୁଞ୍ଜବନପ୍ରସାଦ,2205090
Nayagarh,Bhapur,କୁଞ୍ଜବିହାରୀପୁର,2205091
Nayagarh,Bhapur,କେନ୍ଦୁପଲି,2205012
Nayagarh,Bhapur,କେନ୍ଦୁପଲ୍ଲି,2205043
Nayagarh,Bhapur,କେଶରସିଂହ,2205102
Nayagarh,Bhapur,ଖଇରଗାଡିଆ,2205065
Nayagarh,Bhapur,ଖଜୁରୀଆ,2205013
Nayagarh,Bhapur,ଖପରମଲ,2205001
Nayagarh,Bhapur,ଖଳିପାଟଣା,2205103
Nayagarh,Bhapur,ଖୁଣ୍ଟପଡା,2205092
Nayagarh,Bhapur,ଗୁଡପଡା,2205066
Nayagarh,Bhapur,ଗୋପାଳପ୍ରସାଦ,2205044
Nayagarh,Bhapur,ଗୋପିନାଥପୁର,2205014
Nayagarh,Bhapur,ଗୋବର୍ଦ୍ଧନ ପ୍ରସାଦ,2205031
Nayagarh,Bhapur,ଗୋଳାପୋଖରୀ,2205032
Nayagarh,Bhapur,ଗୋସିଙ୍ଗା,2205045
Nayagarh,Bhapur,ଚକ୍ରଧରପ୍ରସାଦ,2205033
Nayagarh,Bhapur,ଛେଳିଆ,2205015
Nayagarh,Bhapur,ଜହରକୋଟ,2205086
Nayagarh,Bhapur,ଜାକଲାପଲୀ,2205093
Nayagarh,Bhapur,ଜାମୁସାହି,2205046
Nayagarh,Bhapur,ଝଗଡପଡା,2205016
Nayagarh,Bhapur,ଝାଟିଆପଲ୍ଲୀ,2205067
Nayagarh,Bhapur,ଟିକରପଡା,2205104
Nayagarh,Bhapur,ତରବାଲ,2205034
Nayagarh,Bhapur,ତଳମାରଡା,2205017
Nayagarh,Bhapur,ତୁଳସିପୁର,2205105
Nayagarh,Bhapur,ଦାରୁଢିପ,2205120
Nayagarh,Bhapur,ଦୁଆଡ଼ିଆ,2205018
Nayagarh,Bhapur,ଦୁବପଲି,2205087
Nayagarh,Bhapur,ଧଳାବନ୍ଧ,2205094
Nayagarh,Bhapur,ଧଳାବନ୍ଧ,2205106
Nayagarh,Bhapur,ଧାନଚାଙ୍ଗଡା,2205002
Nayagarh,Bhapur,ନଣ୍ଡାବର,2205068
Nayagarh,Bhapur,ନାକଡେଇଁ,2205047
Nayagarh,Bhapur,ନିମାଣି,2205048
Nayagarh,Bhapur,ନିଳକଣ୍ଠପ୍ରସାଦ,2205035
Nayagarh,Bhapur,ନୀହଲପ୍ରସାଦ,2205069
Nayagarh,Bhapur,ନୁଣୀଆଉଟୀ,2205107
Nayagarh,Bhapur,ନୂଆଗାଁ,2205049
Nayagarh,Bhapur,ନୂଆପଲୀ,2205108
Nayagarh,Bhapur,ନୃସିଂହପ୍ରସାଦ,2205050
Nayagarh,Bhapur,ପଟଣାବନ୍ଧଦ୍ଵାର,2205095
Nayagarh,Bhapur,ପଥରଚକଡା,2205003
Nayagarh,Bhapur,ପଥରପୁଞ୍ଜି,2205109
Nayagarh,Bhapur,ପଦ୍ମାବତୀ,2205019
Nayagarh,Bhapur,ପାଇଛାବସନ୍ତପୁର,2205110
Nayagarh,Bhapur,ପାଣବାରବାଟି,2205051
Nayagarh,Bhapur,ପାଥପୁର,2205036
Nayagarh,Bhapur,ପାର୍ବତୀପୁର,2205070
Nayagarh,Bhapur,ପିଠାଖା଼ଇ,2205071
Nayagarh,Bhapur,ପୁରୁଷୋତ୍ତମ ପ୍ରସାଦ,2205111
Nayagarh,Bhapur,ପୋଡାସାହି,2205020
Nayagarh,Bhapur,ଫତେଗଡ,2205072
Nayagarh,Bhapur,ବଡବର,2205073
Nayagarh,Bhapur,ବଡସହରା,2205052
Nayagarh,Bhapur,ବନ୍ଧଦୁଆର,2205096
Nayagarh,Bhapur,ବରପୁଟ,2205021
Nayagarh,Bhapur,ବଳଦିଆ ନୂଆଗାଁ,2205112
Nayagarh,Bhapur,ବାଇଗଣିଆ,2205097
Nayagarh,Bhapur,ବାଉଁଶବାଟୀ,2205022
Nayagarh,Bhapur,ବାଘୁଆପଲି,2205119
Nayagarh,Bhapur,ବାଦଭୂଇଁ,2205053
Nayagarh,Bhapur,ବାଦିଲୋ,2205023
Nayagarh,Bhapur,ବାରକାହାଣିଆ,2205074
Nayagarh,Bhapur,ବାରବାଟି,2205054
Nayagarh,Bhapur,ବାଲିଆପଟା,2205055
Nayagarh,Bhapur,ବିଜିପୁର,2205076
Nayagarh,Bhapur,ବିଜୟନଗର,2205075
Nayagarh,Bhapur,ବେଗୁନିଆ,2205037
Nayagarh,Bhapur,ବେତଖୋଲି,2205113
Nayagarh,Bhapur,ବୋରଗାଁ,2205114
Nayagarh,Bhapur,ଭଗବାନପୁର,2205115
Nayagarh,Bhapur,ଭାପୁର,2205077
Nayagarh,Bhapur,ଭୋକିଲାପଡ଼ା,2205116
Nayagarh,Bhapur,ଭୋଗଡା,2205004
Nayagarh,Bhapur,ମଣିପୁର,2205078
Nayagarh,Bhapur,ମନ୍ଦାର ବେରେଣୀ,2205079
Nayagarh,Bhapur,ମରିଚିଆ,2205038
Nayagarh,Bhapur,ମର୍ଦାବାଡି,2205056
Nayagarh,Bhapur,ମହୁଲବେରଣା,2205005
Nayagarh,Bhapur,ମହୁଲିଆ,2205080
Nayagarh,Bhapur,ମାଣିତୀରି,2205081
Nayagarh,Bhapur,ମାଣିବନ୍ଧ,2205057
Nayagarh,Bhapur,ମାଧପୁର,2205006
Nayagarh,Bhapur,ମାରଡ଼ା,2205024
Nayagarh,Bhapur,ମାଳୀବେରଣୀ,2205088
Nayagarh,Bhapur,ମିଟୁଆଣି,2205058
Nayagarh,Bhapur,ମୁଣ୍ଡବଥାଳିପାହାଡ,2205117
Nayagarh,Bhapur,ଯଶୋବନ୍ତପୁର,2205082
Nayagarh,Bhapur,ଯାମୁସାହିପାଟଣା,2205059
Nayagarh,Bhapur,ରାକମା,2205025
Nayagarh,Bhapur,ରାମପଡା,2205060
Nayagarh,Bhapur,ଲକ୍ଷ୍ମୀପ୍ରସାଦ,2205007
Nayagarh,Bhapur,ଶାଳଝରୀଆ,2205026
Nayagarh,Bhapur,ଶାଳପଡା,2205061
Nayagarh,Bhapur,ଶାଳବଣୀ,2205039
Nayagarh,Bhapur,ଶୁକପୋଖରୀ,2205083
Nayagarh,Bhapur,ସାଧୁମୁଣ୍ଡିଆ,2205118
Nayagarh,Bhapur,ସାନସହରା,2205062
Nayagarh,Bhapur,ସାସନ,2205084
Nayagarh,Bhapur,ସୁଆମଢିପ,2205098
Nayagarh,Bhapur,ସୁନାଖଳା,2205085
Nayagarh,Bhapur,ହନୁମନ୍ତ ପ୍ରସାଦ,2205027
Nayagarh,Bhapur,ହାଟୁଆରି,2205028
Ganjam,Bhanjanagar,ଅଗଝୋଳ,0506015
Ganjam,Bhanjanagar,ଅନ୍ଧାରିକୋଟ,0506186
Ganjam,Bhanjanagar,ଆଗୁଳପଡ଼ା,0506173
Ganjam,Bhanjanagar,ଇନ୍ଦାଗଡ଼,0506042
Ganjam,Bhanjanagar,ଉଲୁଦନ,0506235
Ganjam,Bhanjanagar,କଇଣ୍ଡି,0506010
Ganjam,Bhanjanagar,କସାକେନ୍ଦୁପଲ୍ଲୀ,0506195
Ganjam,Bhanjanagar,କାଠଚିରା,0506215
Ganjam,Bhanjanagar,କାଦଲୁଣ୍ଡି,0506230
Ganjam,Bhanjanagar,କାନୁବନ୍ଧା,0506071
Ganjam,Bhanjanagar,କାଳିଆମ୍ବା,0506022
Ganjam,Bhanjanagar,କାଳିଝରୀ,0506216
Ganjam,Bhanjanagar,କୁପାଟି,0506217
Ganjam,Bhanjanagar,କୁଲାଡ଼,0506179
Ganjam,Bhanjanagar,କୃଷ୍ଣଶରଣପୁର,0506180
Ganjam,Bhanjanagar,କୋଟି ବରାଡ଼ି,0506170
Ganjam,Bhanjanagar,କୋଟିପଡ଼ା,0506194
Ganjam,Bhanjanagar,ଖଇରପୁଟି,0506193
Ganjam,Bhanjanagar,ଖଣ୍ଡିକୋଟି,0506070
Ganjam,Bhanjanagar,ଖପରାଓପଲ୍ଲୀ,0506172
Ganjam,Bhanjanagar,ଖମଣସାହି,0506218
Ganjam,Bhanjanagar,ଖମାରେଡ଼ି,0506043
Ganjam,Bhanjanagar,ଖାରିଗୁଡ଼ା,0506069
Ganjam,Bhanjanagar,ଗଣ୍ଡିଶୁଳା,0506068
Ganjam,Bhanjanagar,ଗରୁଡ଼ୁ,0506212
Ganjam,Bhanjanagar,ଗାଗିରପାଦୁଉଲିଙ୍ଗିଆ,0506065
Ganjam,Bhanjanagar,ଗାଙ୍ଗଝୋଳା,0506198
Ganjam,Bhanjanagar,ଗାମୁଣ୍ଡି,0506006
Ganjam,Bhanjanagar,ଗାଲେରି,0506210
Ganjam,Bhanjanagar,ଗୁଜୁରାଳି,0506192
Ganjam,Bhanjanagar,ଗୁଣ୍ଡିରିବାଡ଼ି,0506211
Ganjam,Bhanjanagar,ଗୁଣ୍ଡୁରିବାଡ଼ି,0506021
Ganjam,Bhanjanagar,ଗୁଣ୍ଡୁରିବାଡ଼ି,0506067
Ganjam,Bhanjanagar,ଗୁରାବାଡ଼ି,0506040
Ganjam,Bhanjanagar,ଗୁଡ଼ିପଦର,0506051
Ganjam,Bhanjanagar,ଗୁଡ଼ିବନ୍ଧ,0506209
Ganjam,Bhanjanagar,ଗୋପିନାଥପୁର,0506178
Ganjam,Bhanjanagar,ଗୋଲାପଡ଼ା,0506174
Ganjam,Bhanjanagar,ଗୋହିରିବାଡ଼ି,0506066
Ganjam,Bhanjanagar,ଚିଟିପଲ୍ଲି,0506035
Ganjam,Bhanjanagar,ଚଢ଼ିଆପଲି,0506197
Ganjam,Bhanjanagar,ଚଢ଼ିଆପଲ୍ଲି,0506036
Ganjam,Bhanjanagar,ଛେଦାଭୂମି,0506029
Ganjam,Bhanjanagar,ଜାମପଲ୍ଲୀ,0506007
Ganjam,Bhanjanagar,ଜିଲୁଣ୍ଡି,0506008
Ganjam,Bhanjanagar,ଜିଲୁଣ୍ଡିପଲ୍ଲୀ,0506009
Ganjam,Bhanjanagar,ଝାଲିଆଗୋଛା,0506214
Ganjam,Bhanjanagar,ଟାଙ୍ଗଣ,0506234
Ganjam,Bhanjanagar,ଟିଲିକି,0506047
Ganjam,Bhanjanagar,ତିଳିସିଙ୍ଗି,0506199
Ganjam,Bhanjanagar,ତୁରୁମୁ,0506202
Ganjam,Bhanjanagar,ତଡ଼ମା,0506048
Ganjam,Bhanjanagar,ଦଣ୍ଡିପଦର,0506019
Ganjam,Bhanjanagar,ଦଦରାଲୁଣ୍ଡା,0506061
Ganjam,Bhanjanagar,ଦର୍ପଙ୍ଗିଆ,0506062
Ganjam,Bhanjanagar,ଦୁର୍ଗାପ୍ରସାଦ,0506060
Ganjam,Bhanjanagar,ଦୋମୁହାଣି,0506208
Ganjam,Bhanjanagar,ଧନଞ୍ଜୟ ନଗର,0506030
Ganjam,Bhanjanagar,ଧନୁର୍ଜୟପୁର,0506177
Ganjam,Bhanjanagar,ନଟାପଲି,0506181
Ganjam,Bhanjanagar,ନାରାୟଣପୁର,0506175
Ganjam,Bhanjanagar,ନାରୀଗୋଛା,0506219
Ganjam,Bhanjanagar,ନିଳାଦ୍ରିପୁର,0506182
Ganjam,Bhanjanagar,ପଙ୍ଗୁଲି,0506073
Ganjam,Bhanjanagar,ପୁରୁଣା ପାଣି,0506025
Ganjam,Bhanjanagar,ବଜ୍ରକୋଟ,0506056
Ganjam,Bhanjanagar,ବଦାଙ୍ଗି,0506206
Ganjam,Bhanjanagar,ବଳରାମପୁର,0506183
Ganjam,Bhanjanagar,ବାଇବାଲି,0506031
Ganjam,Bhanjanagar,ବାଉଁଶଲୁଣ୍ଡି,0506017
Ganjam,Bhanjanagar,ବାପାଙ୍ଗି,0506057
Ganjam,Bhanjanagar,ବାରୁଡ଼ା,0506191
Ganjam,Bhanjanagar,ବାଲିଆ ପଟା,0506188
Ganjam,Bhanjanagar,ବାଲି ସାହି,0506225
Ganjam,Bhanjanagar,ବାହାଡ଼ା ପଦର,0506033
Ganjam,Bhanjanagar,ବାହୁକପଲି,0506224
Ganjam,Bhanjanagar,ବାଡ଼ିଗାଁ,0506054
Ganjam,Bhanjanagar,ବିଞ୍ଜଗିରି,0506034
Ganjam,Bhanjanagar,ବିରିକୋଟ,0506055
Ganjam,Bhanjanagar,ବିରିପଦର,0506059
Ganjam,Bhanjanagar,ବିଲିପଡ଼ା,0506189
Ganjam,Bhanjanagar,ବିଲୁଆପଡ଼ା,0506204
Ganjam,Bhanjanagar,ବୁଦୁଲି,0506058
Ganjam,Bhanjanagar,ବୁଡ଼ିଆମ୍ବା,0506018
Ganjam,Bhanjanagar,ବେନିଗୁବା,0506053
Ganjam,Bhanjanagar,ବେରୁମାଁବାଡ଼ି,0506203
Ganjam,Bhanjanagar,ବେଲାବାଡ଼ି,0506187
Ganjam,Bhanjanagar,ବୋରିବନ୍ଧ,0506190
Ganjam,Bhanjanagar,ବ୍ରାହ୍ମଣପଦର,0506078
Ganjam,Bhanjanagar,ବଡ଼କୋଦଣ୍ଡା,0506016
Ganjam,Bhanjanagar,ବଡ଼ଝୋଲା,0506032
Ganjam,Bhanjanagar,ବଡ଼ ତୁଳସୀପଲ୍ଲି,0506227
Ganjam,Bhanjanagar,ବଡ଼ଢ଼ିମିରିଝୋଳା,0506205
Ganjam,Bhanjanagar,ଭଞ୍ଜନଗର,0506013
Ganjam,Bhanjanagar,ଭାଲିଆଖାଇ,0506003
Ganjam,Bhanjanagar,ଭାଲିଙ୍ଗିଆ,0506052
Ganjam,Bhanjanagar,ଭାଲୁଗୁଡ଼ା,0506077
Ganjam,Bhanjanagar,ଭେଜିପୁଟ,0506002
Ganjam,Bhanjanagar,ଭେରେଡ଼ା,0506001
Ganjam,Bhanjanagar,ମଧୁପୁର,0506024
Ganjam,Bhanjanagar,ମଳାସପଦର,0506011
Ganjam,Bhanjanagar,ମହାଗୁଡ଼ା,0506044
Ganjam,Bhanjanagar,ମୁଜାଗଡ଼,0506072
Ganjam,Bhanjanagar,ମୁଦୁଲିପଲୀ,0506012
Ganjam,Bhanjanagar,ଯାମୁଲାଇ,0506201
Ganjam,Bhanjanagar,ଯୋଗୀମାରି,0506041
Ganjam,Bhanjanagar,ରଙ୍ଗାମେରୁ,0506220
Ganjam,Bhanjanagar,ରମ୍ଭା,0506074
Ganjam,Bhanjanagar,ରମ୍ଭାପଲ୍ଲି,0506075
Ganjam,Bhanjanagar,ରସଲକୋଣ୍ଡା ରିଜର୍ଭଏର,0506014
Ganjam,Bhanjanagar,ରାଇଗୋଛା,0506222
Ganjam,Bhanjanagar,ରାଇପଲି,0506185
Ganjam,Bhanjanagar,ରାଜକୁଣ୍ଡ,0506026
Ganjam,Bhanjanagar,ରାଣିକିଆରୀ,0506221
Ganjam,Bhanjanagar,ରିପିଟିପଲ୍ଲୀ,0506050
Ganjam,Bhanjanagar,ଲାଲସିଙ୍ଗି,0506023
Ganjam,Bhanjanagar,ଲେମ୍ଭେଇ,0506231
Ganjam,Bhanjanagar,ସରପଡ଼ା,0506045
Ganjam,Bhanjanagar,ସାଣପଲ୍ଲୀ,0506171
Ganjam,Bhanjanagar,ସାନ କୋଦଣ୍ଡା,0506046
Ganjam,Bhanjanagar,ସାନ ତୁଳସୀପଲ୍ଲୀ,0506196
Ganjam,Bhanjanagar,ସାନପଥରା,0506028
Ganjam,Bhanjanagar,ସାମରଡ଼ା,0506232
Ganjam,Bhanjanagar,ସାର୍ଦ୍ଦୁଳ,0506027
Ganjam,Bhanjanagar,ସିଦ୍ଧ ପଦର,0506076
Ganjam,Bhanjanagar,ସୁତାଙ୍ଗି,0506200
Ganjam,Bhanjanagar,ସୁନାପଲ୍ଲୀ,0506233
Ganjam,Bhanjanagar,ସୋରିଷମୂଳୀ,0506223
Ganjam,Bhanjanagar,ହରିଗଡ଼,0506213
Ganjam,Bhanjanagar,ହଳନ୍ଦଖୋଳା,0506229
Ganjam,Bhanjanagar,ହାତିଗୁଡ଼ା,0506049
Ganjam,Bhanjanagar,ଡ଼ମଣାଝୋଳି,0506168
Ganjam,Bhanjanagar,ଡ଼ହ,0506063
Ganjam,Bhanjanagar,ଡ଼ିଣ୍ଡିପଲ୍ଲୀ,0506004
Ganjam,Bhanjanagar,ଡ଼ିହକୁମ୍ପା ପଲ୍ଲୀ,0506038
Ganjam,Bhanjanagar,ଡ଼ିହ ପଢ଼ାଳ,0506005
Ganjam,Bhanjanagar,ଡ଼ୁଙ୍ଗାପଲ୍ଲି,0506064
Ganjam,Bhanjanagar,ଡ଼ୁବୁଡ଼ୁବା,0506020
Ganjam,Bhanjanagar,ଡ଼ୁମାକୁମ୍ପା,0506039
Ganjam,Bhanjanagar,ଢ଼ଉପଲ୍ଲୀ,0506169
Ganjam,Bhanjanagar,ଢ଼ଉମୁଣ୍ଡିଆ,0506037
Ganjam,Bhanjanagar,ଢ଼ୋଲପିଟା,0506207
Bhadrak,Bhandaripokhari,ଅଗେଇ ବେହେରା,1607099
Bhadrak,Bhandaripokhari,ଅଙ୍ଗାର ଗଡ଼ିଆ,1607122
Bhadrak,Bhandaripokhari,ଅନନ୍ତ ପୁର,1607039
Bhadrak,Bhandaripokhari,ଅରେଇ କଣା,1607081
Bhadrak,Bhandaripokhari,ଆକୁଳି କଣା,1607159
Bhadrak,Bhandaripokhari,ଆଖୁଆ ପଦା,1607016
Bhadrak,Bhandaripokhari,ଆଦମ ପୁର,1607040
Bhadrak,Bhandaripokhari,ଆଲିହା,1607144
Bhadrak,Bhandaripokhari,ଉତ୍ତର ବାଡ଼,1607082
Bhadrak,Bhandaripokhari,ଉତ୍ତରା ଗଡ଼ିଆ,1607145
Bhadrak,Bhandaripokhari,ଓଳା,1607001
Bhadrak,Bhandaripokhari,ଓହାବ ପୁର,1607041
Bhadrak,Bhandaripokhari,କଣ୍ଟି,1607146
Bhadrak,Bhandaripokhari,କପିଳା,1607017
Bhadrak,Bhandaripokhari,କରଞ୍ଜି ଗୁଣପୁର,1607042
Bhadrak,Bhandaripokhari,କୁମ୍ଭାରିଆ,1607018
Bhadrak,Bhandaripokhari,କୁରିକଣା,1607147
Bhadrak,Bhandaripokhari,କୁରିଗାଁ ବିନ୍ଧା,1607148
Bhadrak,Bhandaripokhari,କୁଲଣା,1607002
Bhadrak,Bhandaripokhari,କେଶ ପୁର,1607149
Bhadrak,Bhandaripokhari,କୋଟସିରା,1607083
Bhadrak,Bhandaripokhari,କୋବେର ଗଡ଼ିଆ,1607160
Bhadrak,Bhandaripokhari,କୋରକରା,1607019
Bhadrak,Bhandaripokhari,କୋଳି ଗଡ଼ିଆ,1607161
Bhadrak,Bhandaripokhari,କୋଡ଼ିଗାଁ,1607150
Bhadrak,Bhandaripokhari,କୋଡ଼ିଗାଁ ବିନ୍ଧା ନଂ.2,1607151
Bhadrak,Bhandaripokhari,ଖପିରା ପଦା,1607100
Bhadrak,Bhandaripokhari,ଖାରିଜି କୋଡ଼ଗାଁ,1607152
Bhadrak,Bhandaripokhari,ଖାରିଜି ପିରିପୁର,1607162
Bhadrak,Bhandaripokhari,ଖଡ଼ସିଂଗା,1607123
Bhadrak,Bhandaripokhari,ଗନ୍ଧର୍ବ ବିନ୍ଧା,1607124
Bhadrak,Bhandaripokhari,ଗିଲପଦୀ,1607125
Bhadrak,Bhandaripokhari,ଗୁହାଳିଆ,1607043
Bhadrak,Bhandaripokhari,ଗୋପାଳ ପୁର,1607044
Bhadrak,Bhandaripokhari,ଚନ୍ଦ୍ରଭାନୁ ପୁର,1607163
Bhadrak,Bhandaripokhari,ଚର୍ତୁଭୂଜ ପୁର,1607066
Bhadrak,Bhandaripokhari,ଚିଙ୍ଗୁଡି ପୁର,1607175
Bhadrak,Bhandaripokhari,ଜଗନ୍ନାଥ ପୁର,1607045
Bhadrak,Bhandaripokhari,ଜଗନ୍ନାଥ ପ୍ରସାଦ,1607020
Bhadrak,Bhandaripokhari,ଜଳମଣ୍ଡୁଆ,1607046
Bhadrak,Bhandaripokhari,ଜଳହରି,1607067
Bhadrak,Bhandaripokhari,ଜାନଗଡ଼ିଆ,1607126
Bhadrak,Bhandaripokhari,ଜାମିନି ବିନ୍ଧା,1607084
Bhadrak,Bhandaripokhari,ଜୁରା ଗଡ଼ିଆ,1607085
Bhadrak,Bhandaripokhari,ଜୋରାଗଡ଼ିଆ,1607127
Bhadrak,Bhandaripokhari,ଜୟପୁର,1607003
Bhadrak,Bhandaripokhari,ଝୁଟଣା,1607004
Bhadrak,Bhandaripokhari,ଟିକରା,1607021
Bhadrak,Bhandaripokhari,ତାଳପଦା,1607164
Bhadrak,Bhandaripokhari,ତାଳସିଠା,1607047
Bhadrak,Bhandaripokhari,ତୁଳପଦି,1607005
Bhadrak,Bhandaripokhari,ତୁଳସୀ ପୁର,1607165
Bhadrak,Bhandaripokhari,ତେନ୍ତୁଳିଆ,1607102
Bhadrak,Bhandaripokhari,ତେଲିପଦୀ,1607022
Bhadrak,Bhandaripokhari,ତେସିଙ୍ଗା,1607006
Bhadrak,Bhandaripokhari,ଥଇଳା,1607007
Bhadrak,Bhandaripokhari,ଦକ୍ଷିଣବାଡ଼,1607086
Bhadrak,Bhandaripokhari,ଦାଦେଶ୍ଵର,1607008
Bhadrak,Bhandaripokhari,ଦାମୋଦର ପୁର,1607048
Bhadrak,Bhandaripokhari,ଦେଉପଦା,1607103
Bhadrak,Bhandaripokhari,ଦେଉଳ ପଦୀ,1607068
Bhadrak,Bhandaripokhari,ଦୋଳଗୋବିନ୍ଦ ପୁର,1607069
Bhadrak,Bhandaripokhari,ନଗୁଆଁ,1607087
Bhadrak,Bhandaripokhari,ନପଙ୍ଗ,1607128
Bhadrak,Bhandaripokhari,ନମ କଣା,1607104
Bhadrak,Bhandaripokhari,ନାନ୍ଦୋ,1607023
Bhadrak,Bhandaripokhari,ନାମୀ,1607105
Bhadrak,Bhandaripokhari,ନାରାୟଣ ପୁର,1607024
Bhadrak,Bhandaripokhari,ନିର୍ଗୁଣ୍ଡି,1607049
Bhadrak,Bhandaripokhari,ନୀଳାଦ୍ରୀ,1607129
Bhadrak,Bhandaripokhari,ନୁଆପୋଖରୀ,1607153
Bhadrak,Bhandaripokhari,ନୁଆପୋଖରୀ,1607088
Bhadrak,Bhandaripokhari,ନୁରୁ ପୁର,1607009
Bhadrak,Bhandaripokhari,ନୂଣପଦୀ,1607089
Bhadrak,Bhandaripokhari,ନେଉଳିଆ,1607025
Bhadrak,Bhandaripokhari,ନେନ୍ତି ପୁର,1607166
Bhadrak,Bhandaripokhari,ନେରଡ଼ା,1607026
Bhadrak,Bhandaripokhari,ନୌରଙ୍ଗ ପୁର,1607070
Bhadrak,Bhandaripokhari,ପଣସା,1607027
Bhadrak,Bhandaripokhari,ପଦି ନାରଣପୁର,1607050
Bhadrak,Bhandaripokhari,ପର୍ବତୀ,1607130
Bhadrak,Bhandaripokhari,ପାଟୁଳି,1607090
Bhadrak,Bhandaripokhari,ପାତଳାଶିଙ୍ଗ,1607131
Bhadrak,Bhandaripokhari,ପାହି ମହୁରା,1607051
Bhadrak,Bhandaripokhari,ପିରିଜି ପୁର,1607052
Bhadrak,Bhandaripokhari,ପିରି ପୁର,1607167
Bhadrak,Bhandaripokhari,ପୁରସ୍ତମ ପୁର,1607174
Bhadrak,Bhandaripokhari,ପୁରୀ ପଡା,1607028
Bhadrak,Bhandaripokhari,ଫତେପୁର,1607053
Bhadrak,Bhandaripokhari,ଫତେପୁର,1607091
Bhadrak,Bhandaripokhari,ବନିପଦୀ,1607029
Bhadrak,Bhandaripokhari,ବନ୍ଦାଲୋ,1607108
Bhadrak,Bhandaripokhari,ବରାହ ନୂଆପଡ଼ା,1607071
Bhadrak,Bhandaripokhari,ବଳି ପୁର,1607109
Bhadrak,Bhandaripokhari,ବାଇ ଗଡ଼ିଆ,1607154
Bhadrak,Bhandaripokhari,ବାଘମରା,1607055
Bhadrak,Bhandaripokhari,ବାଙ୍କମୁହାଁ,1607133
Bhadrak,Bhandaripokhari,ବାବଲ ପୁର,1607011
Bhadrak,Bhandaripokhari,ବାଲି ପୋଖରୀ,1607030
Bhadrak,Bhandaripokhari,ବାହାଦଲ ପୁର,1607092
Bhadrak,Bhandaripokhari,ବାହାଦୁଲ ନଗର,1607110
Bhadrak,Bhandaripokhari,ବିନ୍ଧାଣ,1607072
Bhadrak,Bhandaripokhari,ବିମ୍ବଳ ବର,1607111
Bhadrak,Bhandaripokhari,ବିରଭଦ୍ର,1607134
Bhadrak,Bhandaripokhari,ବିରିଡ଼ି,1607112
Bhadrak,Bhandaripokhari,ବିରୋଳି,1607073
Bhadrak,Bhandaripokhari,ବିଶ୍ଵାଳ ଶାସନ,1607012
Bhadrak,Bhandaripokhari,ବିଷ୍ଣୁପୁର,1607056
Bhadrak,Bhandaripokhari,ବେଣି ପୁର,1607031
Bhadrak,Bhandaripokhari,ବେଲ ଗଡ଼ିଆ,1607155
Bhadrak,Bhandaripokhari,ବ୍ରହ୍ମପୁର,1607013
Bhadrak,Bhandaripokhari,ବଡ଼କଣ୍ଟା ପଡ଼ା,1607107
Bhadrak,Bhandaripokhari,ବଡ଼କୋଳି ପଦୀ,1607168
Bhadrak,Bhandaripokhari,ବଡ଼ ବନସ୍ତା,1607010
Bhadrak,Bhandaripokhari,ବଡ଼ ଶାସନ,1607106
Bhadrak,Bhandaripokhari,ବଡ଼ନପଙ୍ଗ,1607132
Bhadrak,Bhandaripokhari,ବଡ଼ରାମ ପୁର,1607054
Bhadrak,Bhandaripokhari,ବୟାଁବନା ପୁର,1607169
Bhadrak,Bhandaripokhari,ଭାଗଡ଼ା,1607032
Bhadrak,Bhandaripokhari,ଭାଟଣା,1607135
Bhadrak,Bhandaripokhari,ଭୂତିଆ,1607136
Bhadrak,Bhandaripokhari,ମଇଁଷା ଗଡ଼ିଆ,1607137
Bhadrak,Bhandaripokhari,ମଣିନାଥ ପୁର,1607074
Bhadrak,Bhandaripokhari,ମନୋହର ପୁର,1607093
